,,,,,3,2,1,-1
JPI,0.71,1,Conform to others' opinions.,Conformity/Dependence/Need for approval,,,,
JPI,0.71,1,Worry about what people think of me.,Conformity/Dependence/Need for approval,,,,
JPI,0.71,1,Want to amount to something special in others' eyes.,Conformity/Dependence/Need for approval,,,,
JPI,0.71,-1,Feel it's OK that some people don't like me.,Conformity/Dependence/Need for approval,,,,
JPI,0.71,-1,Want to be different from others.,Conformity/Dependence/Need for approval,,,,
JPI,0.71,-1,Don't care what others think.,Conformity/Dependence/Need for approval,,,,
JPI,0.71,-1,Want to form my own opinions.,Conformity/Dependence/Need for approval,,,,
JPI,0.71,-1,Am not concerned with making a good impression.,Conformity/Dependence/Need for approval,,,,
TCI,0.67,1,Follow directions.,Conformity/Dependence/Need for approval,,,,
TCI,0.67,1,Try to please everyone.,Conformity/Dependence/Need for approval,,,,
TCI,0.67,1,Follow orders.,Conformity/Dependence/Need for approval,,,,
TCI,0.67,1,Do what others want me to do.,Conformity/Dependence/Need for approval,,,,
TCI,0.67,1,Hate to seem pushy.,Conformity/Dependence/Need for approval,,,,
TCI,0.67,-1,Give in to no one.,Conformity/Dependence/Need for approval,,,,
TCI,0.67,-1,Want to be different from others.,Conformity/Dependence/Need for approval,,,,
TCI,0.67,-1,Don't care what others think.,Conformity/Dependence/Need for approval,,,,
TCI,0.67,-1,Quickly recognize possibilities.,Conformity/Dependence/Need for approval,,,,
TCI,0.67,-1,Believe only in myself.,Conformity/Dependence/Need for approval,,,,
7FACTOR,0.75,1,Believe laws should be strictly enforced.,Conscientiousness,1,"6,5",3,"7,9"
7FACTOR,0.75,1,Do things by the book.,Conscientiousness,,,,
7FACTOR,0.75,1,Try to follow the rules.,Conscientiousness,,,,
7FACTOR,0.75,1,Like order.,Conscientiousness,,,,
7FACTOR,0.75,1,Pay attention to details.,Conscientiousness,,,,
7FACTOR,0.75,-1,Jump into things without thinking.,Conscientiousness,,,,
7FACTOR,0.75,-1,Do things in a half-way manner.,Conscientiousness,,,,
7FACTOR,0.75,-1,Do crazy things.,Conscientiousness,,,,
7FACTOR,0.75,-1,Act wild and crazy.,Conscientiousness,,,,
7FACTOR,0.75,-1,Break rules.,Conscientiousness,,,,
AB5C,0.75,1,Return borrowed items.,Conscientiousness,,,,
AB5C,0.75,1,Do things according to a plan.,Conscientiousness,,,,
AB5C,0.75,1,Like to plan ahead.,Conscientiousness,,,,
AB5C,0.75,1,Keep my checkbook balanced.,Conscientiousness,,,,
AB5C,0.75,1,Am careful to avoid making mistakes.,Conscientiousness,,,,
AB5C,0.75,1,Accomplish my work on time.,Conscientiousness,,,,
AB5C,0.75,-1,Am often late to work.,Conscientiousness,,,,
AB5C,0.75,-1,Take tasks too lightly.,Conscientiousness,,,,
AB5C,0.75,-1,Leave my work undone.,Conscientiousness,,,,
AB5C,0.75,-1,Put off unpleasant tasks.,Conscientiousness,,,,
AB5C,0.75,-1,Often forget to put things back in their proper place.,Conscientiousness,,,,
AB5C,0.75,-1,Neglect my duties.,Conscientiousness,,,,
AB5C,0.75,-1,Do not plan ahead.,Conscientiousness,,,,
BFAS-20,0.88,1,Am always prepared.,Conscientiousness,,,,
BFAS-20,0.88,1,Pay attention to details.,Conscientiousness,,,,
BFAS-20,0.88,1,Get chores done right away.,Conscientiousness,,,,
BFAS-20,0.88,1,Like order.,Conscientiousness,,,,
BFAS-20,0.88,1,Follow a schedule.,Conscientiousness,,,,
BFAS-20,0.88,1,Am exacting in my work.,Conscientiousness,,,,
BFAS-20,0.88,1,Do things according to a plan.,Conscientiousness,,,,
BFAS-20,0.88,1,Continue until everything is perfect.,Conscientiousness,,,,
BFAS-20,0.88,1,Make plans and stick to them.,Conscientiousness,,,,
BFAS-20,0.88,1,Love order and regularity.,Conscientiousness,,,,
BFAS-20,0.88,1,Like to tidy up.,Conscientiousness,,,,
BFAS-20,0.88,-1,Leave my belongings around.,Conscientiousness,,,,
BFAS-20,0.88,-1,Make a mess of things.,Conscientiousness,,,,
BFAS-20,0.88,-1,Often forget to put things back in their proper place.,Conscientiousness,,,,
BFAS-20,0.88,-1,Shirk my duties.,Conscientiousness,,,,
BFAS-20,0.88,-1,Neglect my duties.,Conscientiousness,,,,
BFAS-20,0.88,-1,Waste my time.,Conscientiousness,,,,
BFAS-20,0.88,-1,Do things in a half-way manner.,Conscientiousness,,,,
BFAS-20,0.88,-1,Find it difficult to get down to work.,Conscientiousness,,,,
BFAS-20,0.88,-1,Leave a mess in my room.,Conscientiousness,,,,
BIG5,0.88,1,Am always prepared.,Conscientiousness,,,,
BIG5,0.88,1,Pay attention to details.,Conscientiousness,,,,
BIG5,0.88,1,Get chores done right away.,Conscientiousness,,,,
BIG5,0.88,1,Like order.,Conscientiousness,,,,
BIG5,0.88,1,Follow a schedule.,Conscientiousness,,,,
BIG5,0.88,1,Am exacting in my work.,Conscientiousness,,,,
BIG5,0.88,1,Do things according to a plan.,Conscientiousness,,,,
BIG5,0.88,1,Continue until everything is perfect.,Conscientiousness,,,,
BIG5,0.88,1,Make plans and stick to them.,Conscientiousness,,,,
BIG5,0.88,1,Love order and regularity.,Conscientiousness,,,,
BIG5,0.88,1,Like to tidy up.,Conscientiousness,,,,
BIG5,0.88,-1,Leave my belongings around.,Conscientiousness,,,,
BIG5,0.88,-1,Make a mess of things.,Conscientiousness,,,,
BIG5,0.88,-1,Often forget to put things back in their proper place.,Conscientiousness,,,,
BIG5,0.88,-1,Shirk my duties.,Conscientiousness,,,,
BIG5,0.88,-1,Neglect my duties.,Conscientiousness,,,,
BIG5,0.88,-1,Waste my time.,Conscientiousness,,,,
BIG5,0.88,-1,Do things in a half-way manner.,Conscientiousness,,,,
BIG5,0.88,-1,Find it difficult to get down to work.,Conscientiousness,,,,
BIG5,0.88,-1,Leave a mess in my room.,Conscientiousness,,,,
NEO5-20,0.90,1,Am always prepared.,Conscientiousness,,,,
NEO5-20,0.90,1,Pay attention to details.,Conscientiousness,,,,
NEO5-20,0.90,1,Get chores done right away.,Conscientiousness,,,,
NEO5-20,0.90,1,Carry out my plans.,Conscientiousness,,,,
NEO5-20,0.90,1,Make plans and stick to them.,Conscientiousness,,,,
NEO5-20,0.90,1,Complete tasks successfully.,Conscientiousness,,,,
NEO5-20,0.90,1,Do things according to a plan.,Conscientiousness,,,,
NEO5-20,0.90,1,Am exacting in my work.,Conscientiousness,,,,
NEO5-20,0.90,1,Finish what I start.,Conscientiousness,,,,
NEO5-20,0.90,1,Follow through with my plans.,Conscientiousness,,,,
NEO5-20,0.90,-1,Waste my time.,Conscientiousness,,,,
NEO5-20,0.90,-1,Find it difficult to get down to work.,Conscientiousness,,,,
NEO5-20,0.90,-1,Do just enough work to get by.,Conscientiousness,,,,
NEO5-20,0.90,-1,Don't see things through.,Conscientiousness,,,,
NEO5-20,0.90,-1,Shirk my duties.,Conscientiousness,,,,
NEO5-20,0.90,-1,Mess things up.,Conscientiousness,,,,
NEO5-20,0.90,-1,Leave things unfinished.,Conscientiousness,,,,
NEO5-20,0.90,-1,Don't put my mind on the task at hand.,Conscientiousness,,,,
NEO5-20,0.90,-1,Make a mess of things.,Conscientiousness,,,,
NEO5-20,0.90,-1,Need a push to get started.,Conscientiousness,,,,
6FPQ,0.61,1,Want things to proceed according to plan.,Conservatism,6,1,,"7,4"
6FPQ,0.61,1,Respect authority.,Conservatism,,,,
6FPQ,0.61,1,Dislike loud music.,Conservatism,,,,
6FPQ,0.61,1,Have no sympathy for criminals.,Conservatism,,,,
6FPQ,0.61,1,Like to follow a regular schedule.,Conservatism,,,,
6FPQ,0.61,-1,Don't care about rules.,Conservatism,,,,
6FPQ,0.61,-1,Oppose authority.,Conservatism,,,,
6FPQ,0.61,-1,Let others down.,Conservatism,,,,
MPQ,0.83,1,Believe that we should be tough on crime.,Conservatism,,,,
MPQ,0.83,1,Like to stand during the national anthem.,Conservatism,,,,
MPQ,0.83,1,Believe in one true religion.,Conservatism,,,,
MPQ,0.83,1,Tend to vote for conservative political candidates.,Conservatism,,,,
MPQ,0.83,1,Believe laws should be strictly enforced.,Conservatism,,,,
MPQ,0.83,-1,Believe that criminals should receive help rather than punishment.,Conservatism,,,,
MPQ,0.83,-1,Believe that there is no absolute right and wrong.,Conservatism,,,,
MPQ,0.83,-1,Tend to vote for liberal political candidates.,Conservatism,,,,
MPQ,0.83,-1,Believe in the importance of art.,Conservatism,,,,
MPQ,0.83,-1,Don't consider myself religious.,Conservatism,,,,
TCI,0.71,1,Believe kids need tough love.,Conservatism,,,,
TCI,0.71,1,Believe in one true religion.,Conservatism,,,,
TCI,0.71,1,Believe that there are universal truths.,Conservatism,,,,
TCI,0.71,1,Sacrifice myself for others.,Conservatism,,,,
TCI,0.71,1,Tend to vote for conservative political candidates.,Conservatism,,,,
TCI,0.71,1,Believe in the importance of tradition.,Conservatism,,,,
TCI,0.71,-1,Dislike movies with happy Hollywood endings.,Conservatism,,,,
TCI,0.71,-1,Believe that there is no absolute right or wrong.,Conservatism,,,,
TCI,0.71,-1,Tend to vote for liberal political candidates.,Conservatism,,,,
ORVIS,0.81,1,Care for cattle or horses,Construction/Mechanical Interests,,,,
ORVIS,0.81,1,Be a farmer,Construction/Mechanical Interests,,,,
ORVIS,0.81,1,Construct new buildings,Construction/Mechanical Interests,,,,
ORVIS,0.81,1,Be a forest ranger,Construction/Mechanical Interests,,,,
ORVIS,0.81,1,Cultivate plants,Construction/Mechanical Interests,,,,
ORVIS,0.81,1,Go on nature walks,Construction/Mechanical Interests,,,,
ORVIS,0.81,1,Do woodworking,Construction/Mechanical Interests,,,,
ORVIS,0.81,1,Raise flowers,Construction/Mechanical Interests,,,,
ORVIS,0.81,1,Repair cars or trucks,Construction/Mechanical Interests,,,,
ORVIS,0.81,1,Work with tools and machinery,Construction/Mechanical Interests,,,,
AB5C,0.73,-1,Keep up an appearance.,Cool-headedness,9,5,1,"8,7"
AB5C,0.73,-1,Love order and regularity.,Cool-headedness,,,,
AB5C,0.73,-1,Demand obedience.,Cool-headedness,,,,
AB5C,0.73,-1,Want things done my way.,Cool-headedness,,,,
AB5C,0.73,-1,Want everything to add up perfectly.,Cool-headedness,,,,
AB5C,0.73,-1,Am a creature of habit.,Cool-headedness,,,,
AB5C,0.73,-1,Am attached to conventional ways.,Cool-headedness,,,,
AB5C,0.73,-1,Want to be told I am right.,Cool-headedness,,,,
AB5C,0.73,-1,Try to impress others.,Cool-headedness,,,,
AB5C,0.73,-1,Can't stand being contradicted.,Cool-headedness,,,,
HPI-HIC,0.81,1,Seldom get mad.,Cool-headedness,,,,
HPI-HIC,0.81,1,Keep my cool.,Cool-headedness,,,,
HPI-HIC,0.81,-1,Get angry easily.,Cool-headedness,,,,
HPI-HIC,0.81,-1,Snap at people.,Cool-headedness,,,,
HPI-HIC,0.81,-1,Lose my temper.,Cool-headedness,,,,
HPI-HIC,0.81,-1,Yell at people.,Cool-headedness,,,,
AB5C,0.73,1,Listen to my conscience.,Cooperation,9,,2,"3,8,7"
AB5C,0.73,1,Value cooperation over competition.,Cooperation,,,,
AB5C,0.73,-1,Enjoy being reckless.,Cooperation,,,,
AB5C,0.73,-1,Enjoy crude jokes.,Cooperation,,,,
AB5C,0.73,-1,Impose my will on others.,Cooperation,,,,
AB5C,0.73,-1,Comment loudly about others.,Cooperation,,,,
AB5C,0.73,-1,Do dangerous things.,Cooperation,,,,
AB5C,0.73,-1,Seek conflict.,Cooperation,,,,
AB5C,0.73,-1,Play tricks on others.,Cooperation,,,,
AB5C,0.73,-1,Love a good fight.,Cooperation,,,,
AB5C,0.73,-1,Tell tall stories about myself.,Cooperation,,,,
AB5C,0.73,-1,Think too highly of myself.,Cooperation,,,,
HPI,0.76,1,Rarely overindulge.,Cooperation,,,,
HPI,0.76,-1,Resist authority.,Cooperation,,,,
HPI,0.76,-1,Oppose authority.,Cooperation,,,,
HPI,0.76,-1,Act wild and crazy.,Cooperation,,,,
HPI,0.76,-1,Feel that people have a hard time understanding me.,Cooperation,,,,
HPI,0.76,-1,Break rules.,Cooperation,,,,
HPI,0.76,-1,Enjoy wild flights of fantasy.,Cooperation,,,,
HPI,0.76,-1,Swim against the current.,Cooperation,,,,
HPI,0.76,-1,Look for hidden meanings in things.,Cooperation,,,,
HPI,0.76,-1,Suspect hidden motives in others.,Cooperation,,,,
NEO,0.73,1,Am easy to satisfy.,Cooperation,,,,
NEO,0.73,1,Can't stand confrontations.,Cooperation,,,,
NEO,0.73,1,Hate to seem pushy.,Cooperation,,,,
NEO,0.73,-1,Insult people.,Cooperation,,,,
NEO,0.73,-1,Yell at people.,Cooperation,,,,
NEO,0.73,-1,Hold a grudge.,Cooperation,,,,
NEO,0.73,-1,Love a good fight.,Cooperation,,,,
NEO,0.73,-1,Contradict others.,Cooperation,,,,
NEO,0.73,-1,Have a sharp tongue.,Cooperation,,,,
NEO,0.73,-1,Get back at others.,Cooperation,,,,
AB5C,0.81,1,Can easily link facts together.,Creativity/Originality,4,5,,
AB5C,0.81,1,Like to solve complex problems.,Creativity/Originality,,,,
AB5C,0.81,1,Challenge others' points of view.,Creativity/Originality,,,,
AB5C,0.81,1,Ask questions that nobody else does.,Creativity/Originality,,,,
AB5C,0.81,1,Know the answers to many questions.,Creativity/Originality,,,,
AB5C,0.81,-1,Have difficulty understanding abstract ideas.,Creativity/Originality,,,,
AB5C,0.81,-1,Avoid philosophical discussions.,Creativity/Originality,,,,
AB5C,0.81,-1,Consider myself an average person.,Creativity/Originality,,,,
AB5C,0.81,-1,Am not interested in speculating about things.,Creativity/Originality,,,,
AB5C,0.81,-1,Am not interested in theoretical discussions.,Creativity/Originality,,,,
HEXACO_PI,0.85,1,Love to think up new ways of doing things.,Creativity/Originality,,,,
HEXACO_PI,0.85,1,Come up with something new.,Creativity/Originality,,,,
HEXACO_PI,0.85,1,Have excellent ideas.,Creativity/Originality,,,,
HEXACO_PI,0.85,1,Have a vivid imagination.,Creativity/Originality,,,,
HEXACO_PI,0.85,1,Carry the conversation to a higher level.,Creativity/Originality,,,,
HEXACO_PI,0.85,1,Am full of ideas.,Creativity/Originality,,,,
HEXACO_PI,0.85,-1,Seldom experience sudden intuitive insights.,Creativity/Originality,,,,
HEXACO_PI,0.85,-1,Have difficulty imagining things.,Creativity/Originality,,,,
HEXACO_PI,0.85,-1,Have trouble guessing how others will react.,Creativity/Originality,,,,
HEXACO_PI,0.85,-1,Do not have a good imagination.,Creativity/Originality,,,,
HPI,0.83,1,Like to solve complex problems.,Creativity/Originality,,,,
HPI,0.83,1,Love to read challenging material.,Creativity/Originality,,,,
HPI,0.83,1,Love to think up new ways of doing things.,Creativity/Originality,,,,
HPI,0.83,1,Have a vivid imagination.,Creativity/Originality,,,,
HPI,0.83,1,Know how things work.,Creativity/Originality,,,,
HPI,0.83,-1,Am not interested in abstract ideas.,Creativity/Originality,,,,
HPI,0.83,-1,Am not interested in theoretical discussions.,Creativity/Originality,,,,
HPI,0.83,-1,Avoid difficult reading material.,Creativity/Originality,,,,
HPI,0.83,-1,Try to avoid complex people.,Creativity/Originality,,,,
HPI,0.83,-1,Do not have a good imagination.,Creativity/Originality,,,,
ORAIS,0.69,1,Tried something completely new.,Creativity/Originality,,,,
ORAIS,0.69,1,Produced a work of art.,Creativity/Originality,,,,
ORAIS,0.69,1,Wrote poetry.,Creativity/Originality,,,,
ORAIS,0.69,1,Acted in a play.,Creativity/Originality,,,,
ORAIS,0.69,1,Painted a picture.,Creativity/Originality,,,,
ORAIS,0.69,1,Played a musical instrument.,Creativity/Originality,,,,
ORAIS,0.69,1,Sang or played an instrument in public.,Creativity/Originality,,,,
ORVIS,0.88,1,Create works of art,Creativity/Originality,,,,
ORVIS,0.88,1,Create new fashion designs,Creativity/Originality,,,,
ORVIS,0.88,1,Be a professional dancer,Creativity/Originality,,,,
ORVIS,0.88,1,Write short stories or novels,Creativity/Originality,,,,
ORVIS,0.88,1,Play an instrument in a symphony,Creativity/Originality,,,,
ORVIS,0.88,1,Redecorate one’s house,Creativity/Originality,,,,
ORVIS,0.88,1,Select art works for a museum,Creativity/Originality,,,,
ORVIS,0.88,1,Sing professionally,Creativity/Originality,,,,
ORVIS,0.88,1,Be an actor or actress,Creativity/Originality,,,,
ORVIS,0.88,1,Be an artist or architect,Creativity/Originality,,,,
ORVIS,0.88,1,Act in a play,Creativity/Originality,,,,
ORVIS,0.88,1,Design Internet web pages,Creativity/Originality,,,,
ORVIS,0.88,1,Write songs,Creativity/Originality,,,,
ORVIS,0.88,1,Paint or draw,Creativity/Originality,,,,
VIA,0.85,1,Come up with new ways to do things.,Creativity/Originality,,,,
VIA,0.85,1,Am an original thinker.,Creativity/Originality,,,,
VIA,0.85,1,Have an imagination that stretches beyond that of my friends.,Creativity/Originality,,,,
VIA,0.85,1,Like to think of new ways to do things.,Creativity/Originality,,,,
VIA,0.85,1,Am able to come up with new and different ideas.,Creativity/Originality,,,,
VIA,0.85,0,Have recently found an original solution to a problem in my life.,Creativity/Originality,,,,
VIA,0.85,0,Tend to think of alternatives when someone tells me how to do something.,Creativity/Originality,,,,
VIA,0.85,-1,Am not considered to have new and different ideas.,Creativity/Originality,,,,
VIA,0.85,-1,Don't pride myself on being original.,Creativity/Originality,,,,
VIA,0.85,-1,Have no special urge to do something original.,Creativity/Originality,,,,
6FPQ,0.80,1,Believe in the importance of art.,Culture,4,7,,
6FPQ,0.80,1,Enjoy hearing new ideas.,Culture,,,,
6FPQ,0.80,1,Get excited by new ideas.,Culture,,,,
6FPQ,0.80,1,Like music.,Culture,,,,
6FPQ,0.80,1,Love to learn new things.,Culture,,,,
6FPQ,0.80,-1,Do not like poetry.,Culture,,,,
6FPQ,0.80,-1,Do not enjoy watching dance performances.,Culture,,,,
6FPQ,0.80,-1,Believe that too much tax money goes to support artists.,Culture,,,,
6FPQ,0.80,-1,Do not enjoy going to art museums.,Culture,,,,
6FPQ,0.80,-1,Do not like concerts.,Culture,,,,
ORAIS,0.82,1,Attended a public lecture.,Culture,,,,
ORAIS,0.82,1,Visited an art exhibition.,Culture,,,,
ORAIS,0.82,1,Visited a museum.,Culture,,,,
ORAIS,0.82,1,Attended a ballet performance.,Culture,,,,
ORAIS,0.82,1,Attended an opera or a concert.,Culture,,,,
ORAIS,0.82,1,Attended a stage play or musical.,Culture,,,,
HPI-HIC,0.60,1,Like to solve complex problems.,Curiosity,5,7,,
HPI-HIC,0.60,1,Have an eye for detail.,Curiosity,,,,
HPI-HIC,0.60,1,Tend to analyze things.,Curiosity,,,,
HPI-HIC,0.60,1,Want to know the reasons why.,Curiosity,,,,
HPI-HIC,0.60,1,Want to see things for myself.,Curiosity,,,,
HPI-HIC,0.66,1,Like to know how things work.,Curiosity,,,,
HPI-HIC,0.66,1,Know how things work.,Curiosity,,,,
HPI-HIC,0.66,1,Love to think up new ways of doing things.,Curiosity,,,,
HPI-HIC,0.66,1,Seek explanations of things.,Curiosity,,,,
HPI-HIC,0.66,1,Love to read challenging material.,Curiosity,,,,
HPI-HIC,0.66,1,Can perform a wide variety of tasks.,Curiosity,,,,
HPI-HIC,0.60,-1,Dislike learning.,Curiosity,,,,
VIA,0.78,1,Think that my life is extremely interesting.,Curiosity,,,,
VIA,0.78,1,Love to hear about other countries and cultures.,Curiosity,,,,
VIA,0.78,1,Am always busy with something interesting.,Curiosity,,,,
VIA,0.78,1,Am excited by many different activities.,Curiosity,,,,
VIA,0.78,1,Am never bored.,Curiosity,,,,
VIA,0.78,1,Can find something of interest in any situation.,Curiosity,,,,
VIA,0.78,1,Find the world a very interesting place.,Curiosity,,,,
VIA,0.78,-1,Am not all that curious about the world.,Curiosity,,,,
VIA,0.78,-1,Find it difficult to entertain myself.,Curiosity,,,,
VIA,0.78,-1,Have few interests.,Curiosity,,,,
6FPQ,0.76,1,Easily resist temptations.,Deliberateness,1,"5,6",,"7,4"
6FPQ,0.76,1,Choose my words with care.,Deliberateness,,,,
6FPQ,0.76,1,Take care of my own affairs.,Deliberateness,,,,
6FPQ,0.76,1,Remain calm under pressure.,Deliberateness,,,,
6FPQ,0.76,-1,Like to act on a whim.,Deliberateness,,,,
6FPQ,0.76,-1,Rush into things.,Deliberateness,,,,
6FPQ,0.76,-1,Make rash decisions.,Deliberateness,,,,
6FPQ,0.76,-1,Act quickly without thinking.,Deliberateness,,,,
6FPQ,0.76,-1,Don't know why I do some of the things I do.,Deliberateness,,,,
6FPQ,0.76,-1,Jump into things without thinking.,Deliberateness,,,,
CAT-PD,"0.88,0.88",1,Tend to feel very hopeless.,Depression,4,6,,7
CAT-PD,"0.88,0.88",1,Am sad most of the time.,Depression,,,,
CAT-PD,"0.88,0.88",1,Generally focus on the negative side of things.,Depression,,,,
CAT-PD,"0.88,0.88",1,Dislike myself.,Depression,,,,
CAT-PD,"0.88,0.88",-1,Look at the bright side of life.,Depression,,,,
CAT-PD,"0.88,0.88",-1,Rarely feel depressed.,Depression,,,,
NEO,0.88,1,Feel that my life lacks direction.,Depression,,,,
NEO,0.88,1,Am often down in the dumps.,Depression,,,,
NEO,0.88,1,Have frequent mood swings.,Depression,,,,
NEO,0.88,1,Dislike myself.,Depression,,,,
NEO,0.88,1,Often feel blue.,Depression,,,,
NEO,0.88,1,Have a low opinion of myself.,Depression,,,,
NEO,0.88,1,Feel desperate.,Depression,,,,
NEO,0.88,-1,Seldom feel blue.,Depression,,,,
NEO,0.88,-1,Feel comfortable with myself.,Depression,,,,
NEO,0.88,-1,Am very pleased with myself.,Depression,,,,
Radloff1977,0.93,1,Was bothered by things that usually don't bother me.,Depression,,,,
Radloff1977,0.93,1,Had a poor appetite.,Depression,,,,
Radloff1977,0.93,1,"Did not feel like eating, even though I should have been hungry.",Depression,,,,
Radloff1977,0.93,1,"Felt that I could not shake off the blues, even with help from my family or friends.",Depression,,,,
Radloff1977,0.93,1,Was down in the dumps.,Depression,,,,
Radloff1977,0.93,1,Had trouble keeping my mind on what I was doing.,Depression,,,,
Radloff1977,0.93,1,Felt depressed.,Depression,,,,
Radloff1977,0.93,1,Felt that everything I did was an effort.,Depression,,,,
Radloff1977,0.93,1,Thought my life had been a failure.,Depression,,,,
Radloff1977,0.93,1,Thought about killing myself.,Depression,,,,
Radloff1977,0.93,1,Had restless sleep.,Depression,,,,
Radloff1977,0.93,1,Felt lonely.,Depression,,,,
Radloff1977,0.93,1,Had crying spells.,Depression,,,,
Radloff1977,0.93,1,Felt sad.,Depression,,,,
Radloff1977,0.93,1,Could not get going.,Depression,,,,
Radloff1977,0.93,1,Felt fearful.,Depression,,,,
Radloff1977,0.93,1,Felt that people disliked me.,Depression,,,,
Radloff1977,0.93,1,Had thoughts about death.,Depression,,,,
Radloff1977,0.93,1,Talked less than usual.,Depression,,,,
Radloff1977,0.93,-1,Felt hopeful about the future.,Depression,,,,
Radloff1977,0.93,-1,Felt happy.,Depression,,,,
Radloff1977,0.93,-1,Enjoyed life.,Depression,,,,
AB5C,0.77,1,Tend to think about something for hours.,Depth,"4,5",6,7,9
AB5C,0.77,1,Like to get lost in thought.,Depth,,,,
AB5C,0.77,1,Look for hidden meanings in things.,Depth,,,,
AB5C,0.77,1,Enjoy examining myself and my life.,Depth,,,,
AB5C,0.77,1,Need to understand my motives.,Depth,,,,
AB5C,0.77,1,Tend to analyze things.,Depth,,,,
AB5C,0.77,1,Think deeply about things.,Depth,,,,
AB5C,0.77,-1,Never challenge things.,Depth,,,,
AB5C,0.77,-1,Rarely look for a deeper meaning in things.,Depth,,,,
CPI,0.69,1,Am interested in many things.,Depth,,,,
CPI,0.69,1,Make people feel at ease.,Depth,,,,
CPI,0.69,1,See the humor in situations.,Depth,,,,
CPI,0.69,1,Want to increase my knowledge.,Depth,,,,
CPI,0.69,1,Approach others in a positive manner.,Depth,,,,
CPI,0.69,-1,Am not easily amused.,Depth,,,,
CPI,0.69,-1,Rarely smile.,Depth,,,,
CPI,0.69,-1,Don't like the idea of change.,Depth,,,,
CPI,0.69,-1,Do not like poetry.,Depth,,,,
CPI,0.69,-1,Hide my real intentions.,Depth,,,,
HEXACO_PI,0.81,1,Get started quickly on doing a job.,Diligence,"3,8",,6,9
HEXACO_PI,0.81,1,Push myself very hard to succeed.,Diligence,,,,
HEXACO_PI,0.81,1,Complete tasks successfully.,Diligence,,,,
HEXACO_PI,0.81,1,Am exacting in my work.,Diligence,,,,
HEXACO_PI,0.81,1,Work hard.,Diligence,,,,
HEXACO_PI,0.81,-1,Hang around doing nothing.,Diligence,,,,
HEXACO_PI,0.81,-1,Stop when work becomes too difficult.,Diligence,,,,
HEXACO_PI,0.81,-1,Do too little work.,Diligence,,,,
HEXACO_PI,0.81,-1,Quickly lose interest in the tasks I start.,Diligence,,,,
HEXACO_PI,0.81,-1,Do just enough work to get by.,Diligence,,,,
CPI,0.80,1,Am not bothered by messy people.,Disorderliness,,7,,"5,6,1"
CPI,0.80,1,Often forget to put things back in their proper place.,Disorderliness,,,,
CPI,0.80,1,Leave a mess in my room.,Disorderliness,,,,
CPI,0.80,1,Am not bothered by disorder.,Disorderliness,,,,
CPI,0.80,-1,Love order and regularity.,Disorderliness,,,,
CPI,0.80,-1,Want everything to be just right.,Disorderliness,,,,
CPI,0.80,-1,Want everything to add up perfectly.,Disorderliness,,,,
CPI,0.80,-1,See that rules are observed.,Disorderliness,,,,
CPI,0.80,-1,Like order.,Disorderliness,,,,
CPI,0.80,-1,Continue until everything is perfect.,Disorderliness,,,,
IPIP-IPC,.,1,Cut others to pieces,Disparagement,,8,"1,3","9,2"
IPIP-IPC,.,1,Contradict others,Disparagement,,,,
IPIP-IPC,.,1,Snap at people,Disparagement,,,,
IPIP-IPC,.,1,Have a sharp tongue,Disparagement,,,,
